rate_marriage,age,yrs_married,children,religious,educ,occupation,occupation_husb,affairs
5.0,22.0,2.5,1.0,not,high school,occ3,husb_occ5,1.3999996
2.0,22.0,2.5,0.0,not,college,occ3,husb_occ5,17.9199982
3.0,42.0,23.0,2.0,fairly,college,occ4,husb_occ5,0.1521739
3.0,27.0,6.0,0.0,midly,high school,occ3,husb_occ4,4.666666
3.0,27.0,13.0,0.0,fairly,high school,occ3,husb_occ5,0.9423077
4.0,22.0,2.5,0.0,midly,high school,occ2,husb_occ4,4.7999992
3.0,32.0,13.0,2.0,fairly,some college,occ3,husb_occ3,1.5076914
5.0,37.0,16.5,3.0,midly,high school,occ3,husb_occ5,0.7272727
3.0,27.0,9.0,1.0,fairly,some college,occ3,husb_occ3,2.1777763
5.0,42.0,23.0,2.0,midly,high school,occ5,husb_occ4,0.8521735
5.0,27.0,2.5,0.0,not,some graduate school,occ4,husb_occ5,4.8999996
3.0,32.0,0.5,0.0,midly,college,occ4,husb_occ5,24.5
4.0,32.0,13.0,2.0,fairly,high school,occ3,husb_occ1,0.0769231
3.0,42.0,23.0,5.5,fairly,high school,occ3,husb_occ2,0.1521739
1.0,42.0,23.0,2.0,fairly,some college,occ3,husb_occ5,0.8521735
3.0,37.0,16.5,2.0,not,some graduate school,occ4,husb_occ2,0.7272727
4.0,27.0,9.0,1.0,not,some college,occ3,husb_occ4,1.3611107
4.0,22.0,2.5,0.0,fairly,high school,occ3,husb_occ2,1.3999996
4.0,37.0,23.0,5.5,midly,some college,occ3,husb_occ6,1.217391
5.0,32.0,9.0,3.0,midly,some college,occ2,husb_occ6,0.3888888
4.0,37.0,9.0,3.0,fairly,college,occ4,husb_occ2,2.1777763
5.0,37.0,16.5,3.0,fairly,college,occ3,husb_occ4,1.696969
4.0,32.0,13.0,2.0,midly,high school,occ5,husb_occ5,0.2692307
3.0,37.0,23.0,3.0,strongly,high school,occ3,husb_occ5,0.5217391
4.0,42.0,23.0,3.0,strongly,college,occ4,husb_occ2,1.217391
3.0,27.0,6.0,1.0,midly,high school,occ3,husb_occ4,0.5833333
5.0,42.0,23.0,2.0,fairly,college,occ3,husb_occ5,0.5326087
5.0,27.0,6.0,1.0,fairly,advanced degree,occ5,husb_occ6,1.333333
3.0,37.0,16.5,3.0,midly,high school,occ3,husb_occ2,2.7151508
3.0,27.0,13.0,2.0,fairly,high school,occ3,husb_occ5,0.9230769
5.0,37.0,23.0,3.0,not,high school,occ3,husb_occ4,0.0434783
3.0,42.0,23.0,5.5,fairly,high school,occ3,husb_occ4,0.0434783
2.0,27.0,9.0,0.0,midly,some graduate school,occ2,husb_occ3,1.3611107
2.0,22.0,2.5,0.0,fairly,high school,occ2,husb_occ3,0.4
4.0,27.0,13.0,2.0,midly,high school,occ3,husb_occ2,0.0769231
4.0,32.0,9.0,1.0,not,college,occ4,husb_occ5,4.9777775
3.0,32.0,9.0,3.0,fairly,some college,occ3,husb_occ6,2.1777763
4.0,32.0,13.0,1.0,fairly,some college,occ5,husb_occ5,0.2692307
5.0,22.0,2.5,0.0,fairly,college,occ4,husb_occ1,1.3999996
3.0,27.0,6.0,1.0,midly,some graduate school,occ4,husb_occ4,4.666666
4.0,27.0,2.5,0.0,midly,college,occ4,husb_occ2,7.8399963
3.0,27.0,6.0,0.0,not,college,occ4,husb_occ4,1.333333
3.0,42.0,16.5,4.0,fairly,college,occ2,husb_occ4,0.2121212
1.0,27.0,2.5,1.0,fairly,college,occ4,husb_occ4,1.3999996
5.0,27.0,9.0,1.0,midly,some college,occ4,husb_occ4,3.1111107
4.0,42.0,23.0,2.0,fairly,high school,occ3,husb_occ5,1.826086
4.0,27.0,13.0,2.0,midly,high school,occ3,husb_occ4,0.9230769
5.0,32.0,13.0,1.0,not,some college,occ4,husb_occ4,0.9423077
4.0,22.0,2.5,1.0,midly,some college,occ3,husb_occ4,7.8399963
2.0,27.0,9.0,2.0,midly,some college,occ5,husb_occ5,4.666666
5.0,22.0,2.5,0.0,strongly,some college,occ3,husb_occ4,4.8999996
3.0,37.0,16.5,3.0,fairly,some college,occ3,husb_occ3,0.2121212
3.0,27.0,6.0,1.0,fairly,some college,occ3,husb_occ4,7.0
4.0,32.0,13.0,2.0,not,high school,occ2,husb_occ4,3.4461536
3.0,42.0,23.0,2.0,midly,college,occ4,husb_occ5,0.5217391
4.0,37.0,16.5,3.0,fairly,high school,occ3,husb_occ5,0.2121212
4.0,32.0,13.0,2.0,not,high school,occ2,husb_occ4,1.5076914
3.0,42.0,23.0,5.5,midly,high school,occ3,husb_occ4,2.9217386
3.0,27.0,9.0,1.0,not,some college,occ3,husb_occ4,1.3611107
5.0,32.0,16.5,2.0,fairly,high school,occ3,husb_occ2,0.7424242
5.0,32.0,16.5,1.0,midly,some college,occ5,husb_occ5,0.2121212
5.0,27.0,6.0,2.0,midly,advanced degree,occ6,husb_occ6,4.666666
4.0,27.0,6.0,2.0,fairly,high school,occ3,husb_occ2,0.1666666
3.0,22.0,6.0,1.0,fairly,some college,occ5,husb_occ4,0.5833333
5.0,27.0,16.5,3.0,fairly,some college,occ5,husb_occ5,0.2121212
5.0,22.0,2.5,0.0,midly,some college,occ5,husb_occ6,4.8999996
3.0,42.0,23.0,5.5,fairly,some college,occ3,husb_occ5,0.5217391
4.0,37.0,23.0,3.0,midly,high school,occ3,husb_occ3,0.5217391
1.0,42.0,16.5,3.0,strongly,some graduate school,occ4,husb_occ4,1.1878777
3.0,27.0,2.5,0.0,midly,college,occ4,husb_occ2,4.7999992
2.0,27.0,6.0,2.0,midly,high school,occ5,husb_occ1,0.1666666
5.0,27.0,9.0,3.0,midly,college,occ4,husb_occ4,0.1111111
5.0,27.0,6.0,2.0,midly,high school,occ5,husb_occ3,0.5833333
3.0,32.0,16.5,3.0,not,some college,occ2,husb_occ2,0.4848484
4.0,27.0,6.0,2.0,midly,some college,occ3,husb_occ4,0.5833333
4.0,27.0,0.5,0.0,fairly,some graduate school,occ4,husb_occ6,7.0
4.0,22.0,6.0,1.0,midly,high school,occ3,husb_occ3,3.2666645
5.0,42.0,23.0,2.0,not,some college,occ6,husb_occ6,2.9217386
4.0,27.0,6.0,2.0,strongly,some college,occ5,husb_occ4,0.1666666
5.0,27.0,6.0,1.0,midly,college,occ4,husb_occ5,2.041666
3.0,42.0,13.0,0.0,fairly,some graduate school,occ4,husb_occ5,0.2692307
3.0,42.0,23.0,3.0,fairly,high school,occ2,husb_occ2,1.217391
5.0,27.0,6.0,1.0,not,college,occ4,husb_occ4,2.041666
5.0,22.0,6.0,0.0,fairly,some college,occ3,husb_occ4,2.041666
3.0,42.0,23.0,3.0,midly,some college,occ3,husb_occ4,0.8521735
4.0,22.0,6.0,0.0,midly,college,occ4,husb_occ5,0.5833333
5.0,32.0,13.0,2.0,not,some college,occ3,husb_occ5,3.2307692
3.0,22.0,6.0,2.0,fairly,some college,occ2,husb_occ2,11.1999989
5.0,27.0,2.5,0.0,midly,some college,occ3,husb_occ2,1.3999996
2.0,42.0,23.0,5.5,midly,some college,occ3,husb_occ2,0.0434783
4.0,37.0,23.0,3.0,not,some college,occ3,husb_occ4,0.8521735
5.0,22.0,2.5,0.0,not,some college,occ3,husb_occ4,7.8399963
5.0,27.0,2.5,0.0,not,some graduate school,occ4,husb_occ5,0.4
4.0,27.0,9.0,1.0,midly,college,occ3,husb_occ5,0.3888888
4.0,27.0,9.0,3.0,fairly,some college,occ3,husb_occ4,1.3611107
4.0,42.0,23.0,4.0,midly,college,occ4,husb_occ5,0.8521735
4.0,37.0,16.5,4.0,fairly,some college,occ3,husb_occ2,0.7424242
4.0,32.0,9.0,0.0,midly,high school,occ3,husb_occ3,1.333333
4.0,32.0,13.0,0.0,midly,some college,occ3,husb_occ6,0.9423077
2.0,22.0,6.0,2.0,midly,high school,occ3,husb_occ4,0.5833333
3.0,42.0,23.0,3.0,midly,some college,occ5,husb_occ5,0.5326087
4.0,32.0,13.0,0.0,fairly,some college,occ3,husb_occ5,0.9230769
4.0,37.0,16.5,4.0,fairly,some college,occ3,husb_occ4,0.7424242
3.0,37.0,23.0,3.0,midly,high school,occ3,husb_occ5,0.8521735
4.0,32.0,16.5,2.0,not,some college,occ3,husb_occ4,2.545454
4.0,27.0,6.0,1.0,midly,college,occ3,husb_occ5,2.0
4.0,22.0,2.5,0.0,midly,college,occ4,husb_occ5,3.1999998
2.0,22.0,2.5,0.0,fairly,high school,occ3,husb_occ2,1.3999996
4.0,27.0,6.0,1.0,midly,some college,occ3,husb_occ3,1.333333
3.0,32.0,16.5,2.0,midly,high school,occ3,husb_occ2,2.7151508
5.0,17.5,2.5,2.0,midly,high school,occ2,husb_occ5,4.7999992
3.0,22.0,2.5,0.0,fairly,advanced degree,occ3,husb_occ1,7.8399963
2.0,37.0,23.0,3.0,fairly,high school,occ3,husb_occ2,0.8521735
4.0,32.0,16.5,5.5,fairly,some college,occ5,husb_occ5,0.7424242
3.0,42.0,23.0,3.0,strongly,some college,occ3,husb_occ5,0.1521739
5.0,22.0,2.5,0.0,midly,some college,occ2,husb_occ3,4.8999996
4.0,27.0,9.0,0.0,midly,some college,occ3,husb_occ4,3.1111107
3.0,22.0,2.5,2.0,midly,high school,occ3,husb_occ4,0.4
3.0,42.0,23.0,2.0,strongly,some college,occ4,husb_occ6,1.217391
5.0,42.0,23.0,5.5,midly,some college,occ3,husb_occ2,0.5326087
4.0,27.0,6.0,0.0,fairly,some college,occ6,husb_occ6,2.041666
4.0,42.0,23.0,4.0,fairly,some college,occ3,husb_occ4,0.5217391
3.0,32.0,16.5,2.0,midly,high school,occ3,husb_occ5,0.3393939
3.0,27.0,2.5,0.0,not,college,occ3,husb_occ4,4.8999996
3.0,32.0,13.0,2.0,strongly,some college,occ4,husb_occ2,5.1692305
2.0,37.0,16.5,2.0,midly,some college,occ3,husb_occ5,1.1878777
4.0,22.0,6.0,2.0,midly,high school,occ2,husb_occ4,2.0
4.0,32.0,9.0,3.0,not,college,occ2,husb_occ4,0.1111111
3.0,42.0,23.0,4.0,midly,high school,occ3,husb_occ5,0.3478261
3.0,32.0,13.0,2.0,fairly,high school,occ3,husb_occ3,2.1538458
4.0,22.0,2.5,0.0,midly,some college,occ2,husb_occ1,0.4
3.0,37.0,16.5,2.0,midly,high school,occ2,husb_occ2,0.7272727
3.0,27.0,6.0,0.0,midly,some college,occ3,husb_occ5,2.0
4.0,42.0,23.0,3.0,fairly,high school,occ5,husb_occ4,2.9217386
4.0,42.0,23.0,3.0,midly,some college,occ5,husb_occ4,1.217391
2.0,42.0,23.0,5.5,strongly,some college,occ2,husb_occ5,0.1521739
5.0,27.0,6.0,0.0,midly,high school,occ5,husb_occ4,0.5833333
4.0,32.0,16.5,1.0,midly,some college,occ3,husb_occ4,0.7424242
4.0,37.0,16.5,3.0,fairly,high school,occ4,husb_occ2,1.696969
5.0,42.0,23.0,5.5,fairly,some college,occ3,husb_occ6,0.1521739
3.0,37.0,16.5,3.0,midly,some college,occ5,husb_occ4,0.7272727
2.0,37.0,13.0,1.0,not,college,occ4,husb_occ4,0.9423077
4.0,27.0,6.0,0.0,fairly,college,occ5,husb_occ6,0.5833333
4.0,42.0,23.0,4.0,fairly,college,occ4,husb_occ2,0.8521735
5.0,27.0,2.5,0.0,midly,some college,occ3,husb_occ4,3.1999998
2.0,42.0,23.0,3.0,not,high school,occ3,husb_occ5,2.9217386
5.0,37.0,13.0,2.0,not,some college,occ3,husb_occ6,0.2692307
4.0,32.0,16.5,2.0,not,high school,occ5,husb_occ2,1.1878777
4.0,37.0,16.5,3.0,not,some college,occ3,husb_occ2,0.4848484
3.0,27.0,2.5,0.0,not,some college,occ5,husb_occ4,1.3999996
4.0,22.0,2.5,0.0,not,some college,occ3,husb_occ3,4.8999996
4.0,37.0,16.5,2.0,midly,some college,occ3,husb_occ5,1.1878777
3.0,27.0,6.0,2.0,midly,high school,occ3,husb_occ4,0.1666666
4.0,22.0,6.0,1.0,midly,high school,occ3,husb_occ4,0.1666666
5.0,32.0,13.0,2.0,midly,some college,occ4,husb_occ5,0.2692307
2.0,37.0,23.0,3.0,fairly,high school,occ5,husb_occ2,0.5326087
2.0,37.0,16.5,2.0,fairly,some college,occ3,husb_occ5,2.545454
4.0,32.0,16.5,2.0,midly,some college,occ5,husb_occ4,0.7272727
5.0,37.0,16.5,5.5,strongly,advanced degree,occ4,husb_occ6,0.7424242
3.0,32.0,16.5,3.0,midly,high school,occ3,husb_occ2,1.1878777
3.0,27.0,9.0,4.0,fairly,some college,occ3,husb_occ5,2.1777763
3.0,37.0,13.0,0.0,not,some college,occ5,husb_occ4,3.2307692
2.0,27.0,2.5,2.0,midly,some college,occ4,husb_occ5,4.8999996
4.0,27.0,9.0,2.0,not,some college,occ3,husb_occ4,0.8888888
4.0,42.0,23.0,2.0,fairly,some college,occ3,husb_occ4,0.3478261
5.0,42.0,23.0,2.0,not,some college,occ5,husb_occ5,0.8521735
4.0,42.0,23.0,4.0,midly,high school,occ3,husb_occ3,0.5217391
4.0,37.0,16.5,4.0,fairly,some college,occ3,husb_occ5,0.2121212
4.0,32.0,16.5,3.0,midly,high school,occ2,husb_occ2,1.1878777
2.0,37.0,23.0,2.0,midly,high school,occ4,husb_occ4,0.0434783
4.0,42.0,23.0,1.0,fairly,advanced degree,occ4,husb_occ4,0.5217391
4.0,22.0,2.5,1.0,midly,some college,occ4,husb_occ4,4.8999996
1.0,32.0,13.0,2.0,midly,some college,occ4,husb_occ4,2.1538458
3.0,42.0,23.0,3.0,midly,some college,occ3,husb_occ5,1.826086
4.0,22.0,2.5,0.0,midly,college,occ3,husb_occ2,1.3999996
5.0,37.0,23.0,3.0,fairly,high school,occ3,husb_occ5,0.1521739
3.0,22.0,2.5,0.0,midly,some college,occ2,husb_occ2,4.8999996
1.0,42.0,23.0,3.0,fairly,high school,occ5,husb_occ5,1.9478254
3.0,22.0,2.5,0.0,midly,some college,occ3,husb_occ4,4.8999996
3.0,37.0,23.0,2.0,fairly,high school,occ3,husb_occ5,1.9478254
4.0,22.0,2.5,0.0,midly,high school,occ5,husb_occ4,0.4
5.0,32.0,9.0,2.0,fairly,some college,occ5,husb_occ4,0.1111111
1.0,37.0,16.5,4.0,midly,some college,occ3,husb_occ6,1.1878777
3.0,42.0,23.0,1.0,fairly,high school,occ3,husb_occ4,0.8521735
5.0,27.0,9.0,2.0,not,high school,occ3,husb_occ2,1.3611107
4.0,22.0,2.5,1.0,midly,some college,occ2,husb_occ4,17.9199982
5.0,42.0,23.0,3.0,midly,some college,occ3,husb_occ5,0.8521735
4.0,27.0,6.0,1.0,fairly,some college,occ5,husb_occ5,2.0
5.0,22.0,2.5,0.0,not,some college,occ3,husb_occ1,1.3999996
3.0,37.0,16.5,2.0,fairly,college,occ3,husb_occ4,0.7272727
3.0,32.0,16.5,2.0,fairly,high school,occ5,husb_occ5,2.545454
5.0,37.0,16.5,3.0,fairly,some college,occ2,husb_occ5,0.7272727
3.0,27.0,6.0,2.0,not,college,occ4,husb_occ3,0.5833333
4.0,27.0,9.0,1.0,midly,advanced degree,occ4,husb_occ4,0.1111111
4.0,27.0,6.0,0.0,midly,some college,occ3,husb_occ4,2.041666
5.0,32.0,13.0,2.0,midly,some college,occ3,husb_occ4,0.9423077
4.0,42.0,23.0,2.0,midly,high school,occ4,husb_occ4,1.217391
2.0,37.0,16.5,2.0,midly,high school,occ5,husb_occ4,0.4848484
4.0,27.0,2.5,0.0,midly,some graduate school,occ5,husb_occ5,0.4
4.0,37.0,16.5,2.0,midly,some graduate school,occ4,husb_occ5,0.2121212
4.0,32.0,13.0,2.0,midly,high school,occ3,husb_occ3,0.9230769
4.0,32.0,9.0,2.0,not,some college,occ3,husb_occ4,1.3611107
4.0,32.0,9.0,2.0,midly,some college,occ3,husb_occ5,0.1111111
4.0,32.0,13.0,2.0,fairly,high school,occ5,husb_occ5,0.9423077
4.0,32.0,13.0,3.0,midly,some college,occ3,husb_occ2,2.1538458
4.0,22.0,2.5,1.0,not,some college,occ2,husb_occ2,1.3999996
5.0,27.0,16.5,2.0,fairly,high school,occ5,husb_occ4,0.2121212
4.0,32.0,2.5,0.0,fairly,some college,occ2,husb_occ6,4.8999996
3.0,32.0,16.5,1.0,midly,some college,occ2,husb_occ4,0.2121212
3.0,37.0,16.5,3.0,midly,college,occ4,husb_occ3,1.1878777
5.0,42.0,23.0,4.0,midly,high school,occ5,husb_occ5,0.8521735
5.0,27.0,6.0,2.0,fairly,some college,occ3,husb_occ4,3.2666645
4.0,22.0,2.5,1.0,fairly,high school,occ3,husb_occ2,1.3999996
4.0,42.0,23.0,3.0,not,advanced degree,occ6,husb_occ6,1.217391
4.0,32.0,9.0,2.0,not,some graduate school,occ4,husb_occ5,2.1777763
5.0,32.0,2.5,0.0,midly,advanced degree,occ6,husb_occ6,1.3999996
3.0,27.0,6.0,1.0,midly,some college,occ3,husb_occ6,0.5833333
1.0,22.0,2.5,0.0,not,some college,occ4,husb_occ4,4.8999996
3.0,32.0,16.5,2.0,midly,some college,occ3,husb_occ2,0.7424242
4.0,42.0,23.0,2.0,midly,high school,occ3,husb_occ3,0.1521739
4.0,22.0,6.0,1.0,fairly,some college,occ3,husb_occ5,0.5833333
5.0,42.0,23.0,3.0,midly,some college,occ3,husb_occ5,0.5326087
3.0,27.0,13.0,2.0,midly,high school,occ4,husb_occ3,3.4461536
4.0,32.0,13.0,2.0,midly,some college,occ5,husb_occ4,0.2692307
3.0,27.0,2.5,0.0,fairly,some college,occ3,husb_occ4,3.1999998
2.0,22.0,2.5,0.0,fairly,high school,occ3,husb_occ2,0.4
5.0,42.0,23.0,2.0,midly,advanced degree,occ4,husb_occ4,1.826086
3.0,27.0,6.0,1.0,midly,some college,occ2,husb_occ2,0.5833333
5.0,42.0,23.0,2.0,midly,advanced degree,occ3,husb_occ6,0.5326087
3.0,37.0,23.0,4.0,not,high school,occ3,husb_occ2,0.3478261
5.0,42.0,23.0,4.0,strongly,advanced degree,occ6,husb_occ6,6.260869
5.0,27.0,6.0,0.0,not,some graduate school,occ4,husb_occ5,1.333333
3.0,32.0,13.0,2.0,not,some graduate school,occ4,husb_occ6,0.2692307
2.0,27.0,2.5,0.0,not,some college,occ5,husb_occ5,1.3999996
4.0,27.0,9.0,3.0,midly,high school,occ3,husb_occ6,1.333333
5.0,27.0,6.0,1.0,not,some college,occ3,husb_occ5,2.0
4.0,22.0,0.5,0.0,midly,some college,occ4,husb_occ5,24.5
4.0,17.5,2.5,1.0,midly,high school,occ3,husb_occ2,1.3999996
3.0,27.0,2.5,1.0,midly,some college,occ3,husb_occ4,1.3999996
5.0,32.0,16.5,3.0,midly,some college,occ2,husb_occ4,0.0606061
4.0,42.0,23.0,5.5,not,some college,occ3,husb_occ5,0.5326087
5.0,22.0,2.5,0.0,not,some college,occ3,husb_occ4,4.8999996
5.0,42.0,23.0,2.0,midly,advanced degree,occ1,husb_occ5,0.1521739
5.0,42.0,23.0,3.0,fairly,some college,occ3,husb_occ5,0.0434783
2.0,42.0,23.0,3.0,fairly,college,occ4,husb_occ4,0.1521739
4.0,32.0,16.5,4.0,midly,high school,occ3,husb_occ5,0.4848484
4.0,37.0,23.0,4.0,midly,high school,occ3,husb_occ4,0.8521735
4.0,42.0,23.0,2.0,not,some college,occ5,husb_occ3,0.5326087
5.0,22.0,2.5,0.0,strongly,some college,occ3,husb_occ4,1.3999996
4.0,22.0,2.5,0.0,not,college,occ3,husb_occ5,1.3999996
4.0,42.0,23.0,3.0,fairly,some college,occ5,husb_occ5,1.9478254
4.0,42.0,23.0,3.0,midly,some college,occ3,husb_occ5,1.9478254
2.0,22.0,2.5,0.0,midly,some college,occ3,husb_occ5,0.4
3.0,42.0,23.0,3.0,not,advanced degree,occ4,husb_occ4,0.0434783
3.0,37.0,16.5,3.0,strongly,high school,occ3,husb_occ2,2.545454
4.0,27.0,16.5,2.0,not,high school,occ3,husb_occ2,0.2121212
3.0,27.0,6.0,1.0,not,college,occ4,husb_occ1,3.2666645
5.0,32.0,13.0,2.0,midly,some college,occ4,husb_occ4,0.9230769
4.0,32.0,13.0,3.0,midly,high school,occ2,husb_occ4,0.6153846
5.0,42.0,13.0,0.0,not,college,occ3,husb_occ6,1.5076914
4.0,32.0,9.0,2.0,fairly,some college,occ3,husb_occ4,2.1777763
3.0,42.0,16.5,1.0,fairly,some graduate school,occ3,husb_occ3,0.7424242
4.0,42.0,23.0,3.0,not,some college,occ3,husb_occ5,0.8521735
1.0,32.0,13.0,3.0,fairly,some college,occ3,husb_occ4,1.5076914
4.0,27.0,6.0,2.0,midly,some college,occ3,husb_occ5,1.333333
4.0,27.0,6.0,2.0,midly,some college,occ5,husb_occ4,3.2666645
5.0,27.0,2.5,0.0,fairly,college,occ3,husb_occ5,1.3999996
4.0,22.0,2.5,0.0,not,college,occ4,husb_occ2,1.3999996
4.0,27.0,6.0,3.0,fairly,some college,occ4,husb_occ2,2.041666
4.0,42.0,23.0,2.0,not,college,occ4,husb_occ5,0.1521739
3.0,27.0,6.0,1.0,strongly,some college,occ5,husb_occ4,0.5833333
3.0,32.0,13.0,0.0,midly,college,occ3,husb_occ6,0.9230769
1.0,27.0,6.0,2.0,fairly,some college,occ3,husb_occ2,3.2666645
3.0,32.0,13.0,2.0,midly,some college,occ3,husb_occ2,2.1538458
3.0,37.0,16.5,4.0,midly,some college,occ4,husb_occ4,0.7424242
4.0,37.0,16.5,3.0,strongly,some college,occ4,husb_occ4,0.2121212
4.0,32.0,16.5,4.0,fairly,some college,occ3,husb_occ5,0.2121212
5.0,27.0,2.5,0.0,not,some college,occ3,husb_occ5,4.7999992
3.0,22.0,2.5,0.0,midly,some college,occ3,husb_occ1,0.4
5.0,32.0,23.0,2.0,fairly,some college,occ5,husb_occ6,0.5217391
3.0,27.0,9.0,1.0,fairly,some college,occ3,husb_occ2,1.333333
5.0,37.0,23.0,3.0,midly,some college,occ5,husb_occ4,0.3478261
3.0,27.0,6.0,1.0,fairly,advanced degree,occ4,husb_occ4,3.2666645
1.0,27.0,9.0,1.0,fairly,some college,occ2,husb_occ4,0.3888888
4.0,32.0,13.0,4.0,midly,college,occ4,husb_occ2,0.2692307
3.0,32.0,16.5,3.0,fairly,some college,occ5,husb_occ4,4.0727262
4.0,42.0,23.0,3.0,fairly,some college,occ4,husb_occ5,0.1521739
4.0,32.0,16.5,4.0,midly,some college,occ2,husb_occ5,1.696969
3.0,27.0,9.0,4.0,strongly,some college,occ4,husb_occ4,0.3888888
4.0,27.0,6.0,1.0,midly,high school,occ2,husb_occ4,0.1666666
2.0,22.0,6.0,1.0,fairly,some college,occ3,husb_occ5,2.0
4.0,22.0,2.5,1.0,midly,some college,occ3,husb_occ5,1.3999996
3.0,22.0,2.5,1.0,fairly,some college,occ3,husb_occ4,3.1999998
5.0,22.0,2.5,0.0,not,some college,occ3,husb_occ2,1.3999996
5.0,37.0,23.0,3.0,not,high school,occ5,husb_occ2,1.826086
3.0,27.0,9.0,1.0,not,some college,occ3,husb_occ6,4.666666
4.0,27.0,2.5,0.0,not,some college,occ5,husb_occ5,7.8399963
5.0,27.0,2.5,0.0,not,college,occ4,husb_occ2,1.3999996
3.0,22.0,6.0,2.0,fairly,high school,occ3,husb_occ2,0.5833333
4.0,37.0,23.0,2.0,midly,high school,occ3,husb_occ2,0.1521739
3.0,22.0,2.5,0.0,midly,some college,occ3,husb_occ4,4.7999992
5.0,27.0,2.5,0.0,midly,some graduate school,occ4,husb_occ5,1.3999996
4.0,22.0,2.5,0.0,not,some college,occ5,husb_occ2,4.8999996
4.0,27.0,6.0,1.0,midly,some college,occ3,husb_occ3,7.0
4.0,27.0,6.0,2.0,midly,some college,occ4,husb_occ4,0.5833333
4.0,32.0,13.0,0.0,midly,high school,occ3,husb_occ3,3.2307692
4.0,27.0,9.0,2.0,midly,high school,occ2,husb_occ4,1.3611107
3.0,22.0,2.5,0.0,not,some college,occ3,husb_occ2,7.8399963
5.0,27.0,2.5,0.0,not,some college,occ2,husb_occ4,7.8399963
3.0,37.0,23.0,4.0,midly,some college,occ3,husb_occ4,1.9478254
5.0,27.0,9.0,3.0,midly,college,occ4,husb_occ4,1.333333
4.0,22.0,2.5,0.0,midly,high school,occ2,husb_occ2,1.3999996
2.0,32.0,16.5,3.0,not,some college,occ4,husb_occ4,1.1878777
3.0,27.0,9.0,2.0,midly,high school,occ3,husb_occ2,1.3611107
4.0,32.0,16.5,3.0,not,college,occ4,husb_occ5,0.7272727
3.0,27.0,9.0,1.0,midly,high school,occ5,husb_occ4,0.1111111
5.0,22.0,2.5,0.0,not,some college,occ2,husb_occ2,7.8399963
4.0,42.0,23.0,2.0,fairly,some college,occ5,husb_occ5,0.5326087
5.0,27.0,6.0,1.0,strongly,college,occ4,husb_occ1,0.1666666
4.0,22.0,2.5,0.0,not,high school,occ2,husb_occ2,4.8999996
3.0,22.0,0.5,0.0,not,some college,occ5,husb_occ5,7.0
5.0,42.0,23.0,5.5,fairly,some college,occ5,husb_occ4,1.9478254
4.0,37.0,16.5,2.0,midly,high school,occ3,husb_occ4,0.2121212
4.0,22.0,2.5,0.0,midly,high school,occ3,husb_occ3,3.1999998
3.0,22.0,6.0,1.0,midly,high school,occ3,husb_occ2,2.041666
4.0,42.0,23.0,4.0,fairly,some graduate school,occ6,husb_occ3,2.782608
4.0,22.0,6.0,0.0,strongly,some college,occ5,husb_occ4,2.041666
2.0,27.0,9.0,3.0,fairly,some college,occ4,husb_occ4,0.1111111
3.0,27.0,6.0,1.0,not,some college,occ5,husb_occ4,7.0
5.0,42.0,23.0,5.5,fairly,college,occ4,husb_occ6,0.0434783
4.0,37.0,13.0,3.0,not,high school,occ4,husb_occ4,0.6153846
4.0,37.0,16.5,2.0,fairly,high school,occ5,husb_occ5,0.7272727
4.0,37.0,13.0,3.0,fairly,college,occ3,husb_occ4,0.2692307
5.0,22.0,6.0,2.0,midly,high school,occ2,husb_occ4,4.666666
4.0,27.0,2.5,0.0,midly,some graduate school,occ4,husb_occ6,16.7999878
2.0,22.0,6.0,2.0,fairly,some college,occ3,husb_occ5,3.2666645
3.0,22.0,6.0,1.0,midly,high school,occ4,husb_occ4,1.333333
5.0,32.0,9.0,2.0,midly,some college,occ4,husb_occ4,0.1111111
3.0,27.0,9.0,3.0,midly,high school,occ3,husb_occ2,0.3888888
3.0,32.0,13.0,2.0,fairly,some college,occ3,husb_occ5,0.2692307
2.0,27.0,9.0,1.0,midly,college,occ4,husb_occ5,4.9777775
4.0,27.0,6.0,1.0,not,some graduate school,occ3,husb_occ5,0.5833333
4.0,32.0,2.5,0.0,midly,advanced degree,occ6,husb_occ6,16.7999878
5.0,32.0,13.0,2.0,not,high school,occ3,husb_occ5,0.9423077
4.0,32.0,16.5,1.0,not,some college,occ5,husb_occ5,1.696969
5.0,27.0,2.5,0.0,fairly,high school,occ4,husb_occ5,0.4
3.0,42.0,23.0,4.0,fairly,college,occ4,husb_occ2,0.3478261
4.0,22.0,6.0,1.0,fairly,some college,occ3,husb_occ4,2.041666
4.0,27.0,6.0,0.0,fairly,some college,occ3,husb_occ4,0.1666666
4.0,17.5,2.5,0.0,midly,high school,occ3,husb_occ4,7.8399963
4.0,22.0,2.5,0.0,not,high school,occ3,husb_occ4,0.4
1.0,37.0,13.0,3.0,not,some graduate school,occ5,husb_occ6,0.0769231
2.0,32.0,16.5,2.0,not,high school,occ5,husb_occ2,2.7151508
3.0,37.0,23.0,3.0,fairly,high school,occ3,husb_occ5,0.1521739
5.0,27.0,9.0,1.0,fairly,high school,occ3,husb_occ5,1.3611107
4.0,27.0,6.0,1.0,not,high school,occ3,husb_occ3,3.2666645
3.0,37.0,23.0,4.0,midly,high school,occ3,husb_occ2,1.826086
